run_id,ontology_pair,ontology_pair_label,stage1_model,examples,direction,source_iri,source_label,target_iri,target_label,expected_subject,expected_object,relationship,surface_triage,review_priority,manual_direction_label,manual_direction_note
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Industry,animal material,animal material is utilized by the industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Industry,pescetarian diet,pescetarian diet excludes products from the industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Nutritive Value,food product,food product has nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Nutritive Value,plant food product,plant food product provide nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,Nutritive Value,fungus food product,fungus food product contributes to the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001184,algae material,Nutritive Value,algae material,algae material provides nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,Nutritive Value,vegetarian food material,vegetarian food material has high nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,Nutritive Value,animal food product,animal food product provides nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Nutritive Value,animal material,animal material provides nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000001,diet,Nutritive Value,diet,diet is evaluated by nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Nutritive Value,diet by nutritional composition,diet by nutritional composition influences the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Nutritive Value,prescribed diet,prescribed diet is based on nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,Nutritive Value,diet by food organism,diet by food organism affects the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Nutritive Value,pescetarian diet,pescetarian diet can affect the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,Nutritive Value,non-pork diet,non-pork diet has an impact on nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Nutritive Value,ketogenic diet,ketogenic diet provides a specific nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Nutritive Value,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet is evaluated on its nutritive value.",expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000043,gluten free diet,Nutritive Value,gluten free diet,gluten free diet may increase the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,Nutritive Value,rural diet,rural diet influences the nutritive value.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_0000082,clinically prescribed diet,Public Health,clinically prescribed diet,clinically prescribed diet is part of public health.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000001,diet,Public Health,diet,diet is part of public health.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Public Health,diet by nutritional composition,diet by nutritional composition affects public health.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Public Health,prescribed diet,prescribed diet affects public health.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Public Health,ketogenic diet,ketogenic diet is monitored by public health.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",Public Health,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet is monitored by public health.",expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Food Industry,food product,food product is manufactured by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Food Industry,plant food product,plant food product is part of the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,Food Industry,animal seafood product,animal seafood product is served by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,Food Industry,animal food product,animal food product is produced by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,Food Industry,organism material,organism material can be used in the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,Food Industry,animal material,animal material is handled by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000001,diet,Food Industry,diet,diet are provided by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Food Industry,diet by nutritional composition,diet by nutritional composition is supported by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,Food Industry,prescribed diet,prescribed diet is implemented by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,Food Industry,diet by food organism,diet by food organism is served by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,Food Industry,vegan diet,vegan diet are provided by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Food Industry,pescetarian diet,food industry serves pescetarian diet.,expected_subject_before_object,standard_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,Food Industry,non-pork diet,non-pork diet is provided by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000037,DASH diet,Food Industry,DASH diet,dash diet is promoted by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,Food Industry,halal diet,halal diet are served by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,Food Industry,rural diet,rural diets are served by the food industry.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001002,food product,Food Quality,food product,food product affect the overall food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,Food Quality,plant food product,plant food product affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,Food Quality,fish food product,fish food product affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,Food Quality,vegetarian food material,vegetarian food material is type of food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,Food Quality,organism material,organism material is inspected for food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000001,diet,Food Quality,diet,diet affects food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,Food Quality,diet by nutritional composition,diet by nutritional composition contributes to food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,Food Quality,vegan diet,vegan diet is composed of food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,Food Quality,pescetarian diet,pescetarian diet enhances the food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,Food Quality,ketogenic diet,ketogenic diet affects the food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D12,mesh_ons,MeSH–ONS,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D063427,Food Quality,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,Food Quality,halal diet,Halal diet adheres to the food quality.,expected_object_before_subject,priority_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Contamination,food product are affects by food contamination.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Food Contamination,animal food product can be affected by food contamination.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,vegan diet,Food Contamination,vegan diet avoid food contamination.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005506,Food Contamination,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,halal diet,Food Contamination,halal diet prevents food contamination.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Labeling,food product is described by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,plant food product,Food Labeling,plant food product is identified by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,vegetarian food material,Food Labeling,vegetarian food material is identified by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,animal food product,Food Labeling,animal food product is subject to food labeling.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,diet by food organism,Food Labeling,diet by food organism is facilitated by food labeling.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,pescetarian diet,Food Labeling,pescetarian diet involves food labeling about type of diet.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet","low-carbohydrate, high-protien, high fat diet",Food Labeling,"low-carbohydrate, high-protien, high fat diet uses food labeling information.",expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001002,food product,food product,Food Technology,food product is developed by food technology.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,plant food product,Food Technology,plant food product applies food technology.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,animal seafood product,Food Technology,animal seafood product utilizes food technology.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,fungus food product,Food Technology,fungus food product utilizes food technology.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,fish food product,Food Technology,fish food product uses food technology.,expected_subject_before_object,standard_review,,
MO_L_E0_D21,mesh_ons,MeSH–ONS,Llama,without,2-1,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00002403,food material,food material,Food Technology,food material is transformed by food technology.,expected_subject_before_object,standard_review,,
