run_id,ontology_pair,stage1_model,examples,direction,source,source_label,target,target_label,pair_key,raw_parseable,raw_schema_conformant,decision_recoverable,record_recoverable,schema_conformant,state_consistent,decision,relationship,json_object_count,defects,raw_output,analysis_included
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000028,True,True,True,True,True,True,no,,1,,"{""related"": ""no"", ""relationship"": """"}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet is inform by food labeling.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet is inform by food labeling.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005515,Food Labeling,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D005515||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,yes,halal diet provides information for food labeling.,1,,"{""related"": ""yes"", ""relationship"": ""halal diet provides information for food labeling.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product is improved by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""food product is improved by food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product is developed by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product is developed by food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001046,True,True,True,True,True,True,yes,animal seafood product applies food technology.,1,,"{""related"": ""yes"", ""relationship"": ""animal seafood product applies food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001143,True,True,True,True,True,True,yes,fungus food products are developed using food technology.,1,,"{""related"": ""yes"", ""relationship"": ""fungus food products are developed using food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00001248,fish food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00001248,True,True,True,True,True,True,yes,fish food product utilizes food technology.,1,,"{""related"": ""yes"", ""relationship"": ""fish food product utilizes food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00002403,food material,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00002403,True,True,True,True,True,True,yes,food material is studied by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""food material is studied by food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material uses food technology.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material uses food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product utilizes food technology.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product utilizes food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition is influenced by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition is influenced by food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet is developed using food technology.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet is developed using food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet often employs  food technology.,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet often employs  food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet applies food technology.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet applies food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000052,True,True,True,True,True,True,yes,halal diet applies food technology.,1,,"{""related"": ""yes"", ""relationship"": ""halal diet applies food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D005524,Food Technology,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D005524||http://purl.obolibrary.org/obo/ONS_1000066,True,True,True,True,True,True,yes,rural diet is affected by food technology.,1,,"{""related"": ""yes"", ""relationship"": ""rural diet is affected by food technology.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D007221||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material is part of the industry.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material is part of the industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,http://purl.bioontology.org/ontology/MESH/D007221||http://purl.obolibrary.org/obo/FOODON_03420164,True,True,True,True,True,True,yes,animal material is utilized by the industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal material is utilized by the industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D007221,Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D007221||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,pescetarian diet excludes products from the industry.,1,,"{""related"": ""yes"", ""relationship"": ""pescetarian diet excludes products from the industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product has nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""food product has nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product provide nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product provide nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001143,True,True,True,True,True,True,yes,fungus food product contributes to the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""fungus food product contributes to the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00001184,algae material,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00001184,True,True,True,True,True,True,yes,algae material provides nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""algae material provides nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00003194,True,True,True,True,True,True,yes,vegetarian food material has high nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""vegetarian food material has high nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product provides nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product provides nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/FOODON_03420164,True,True,True,True,True,True,yes,animal material provides nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""animal material provides nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet is evaluated by nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""diet is evaluated by nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition influences the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition influences the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet is based on nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet is based on nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000019,True,True,True,True,True,True,yes,diet by food organism affects the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""diet by food organism affects the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,pescetarian diet can affect the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""pescetarian diet can affect the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000028,True,True,True,True,True,True,yes,non-pork diet has an impact on nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""non-pork diet has an impact on nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000036,True,True,True,True,True,True,yes,ketogenic diet provides a specific nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""ketogenic diet provides a specific nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet is evaluated on its nutritive value.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet is evaluated on its nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000043,gluten free diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000043,True,True,True,True,True,True,yes,gluten free diet may increase the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""gluten free diet may increase the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D009753,Nutritive Value,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,http://purl.bioontology.org/ontology/MESH/D009753||http://purl.obolibrary.org/obo/ONS_1000066,True,True,True,True,True,True,yes,rural diet influences the nutritive value.,1,,"{""related"": ""yes"", ""relationship"": ""rural diet influences the nutritive value.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_0000082,clinically prescribed diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_0000082,True,True,True,True,True,True,yes,clinically prescribed diet is part of public health.,1,,"{""related"": ""yes"", ""relationship"": ""clinically prescribed diet is part of public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet is part of public health.,1,,"{""related"": ""yes"", ""relationship"": ""diet is part of public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition affects public health.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition affects public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet affects public health.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet affects public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000036,ketogenic diet,http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000036,True,True,True,True,True,True,yes,ketogenic diet is monitored by public health.,1,,"{""related"": ""yes"", ""relationship"": ""ketogenic diet is monitored by public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D011634,Public Health,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet",http://purl.bioontology.org/ontology/MESH/D011634||http://purl.obolibrary.org/obo/ONS_1000040,True,True,True,True,True,True,yes,"low-carbohydrate, high-protien, high fat diet is monitored by public health.",1,,"{""related"": ""yes"", ""relationship"": ""low-carbohydrate, high-protien, high fat diet is monitored by public health.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001002,food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001002,True,True,True,True,True,True,yes,food product is manufactured by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""food product is manufactured by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001015,plant food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001015,True,True,True,True,True,True,yes,plant food product is part of the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""plant food product is part of the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00001046,True,True,True,True,True,True,yes,animal seafood product is served by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal seafood product is served by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_00004242,True,True,True,True,True,True,yes,animal food product is produced by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal food product is produced by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_03420116,True,True,True,True,True,True,yes,organism material can be used in the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""organism material can be used in the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/FOODON_03420164,animal material,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/FOODON_03420164,True,True,True,True,True,True,yes,animal material is handled by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""animal material is handled by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000001,diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000001,True,True,True,True,True,True,yes,diet are provided by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet are provided by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000005,diet by nutritional composition,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000005,True,True,True,True,True,True,yes,diet by nutritional composition is supported by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet by nutritional composition is supported by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000007,True,True,True,True,True,True,yes,prescribed diet is implemented by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""prescribed diet is implemented by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000019,True,True,True,True,True,True,yes,diet by food organism is served by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""diet by food organism is served by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000021,vegan diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000021,True,True,True,True,True,True,yes,vegan diet are provided by the food industry.,1,,"{""related"": ""yes"", ""relationship"": ""vegan diet are provided by the food industry.""}",True
MO_L_E0_D12,mesh_ons,Llama,without,1-2,http://purl.bioontology.org/ontology/MESH/D019649,Food Industry,http://purl.obolibrary.org/obo/ONS_1000026,pescetarian diet,http://purl.bioontology.org/ontology/MESH/D019649||http://purl.obolibrary.org/obo/ONS_1000026,True,True,True,True,True,True,yes,food industry serves pescetarian diet.,1,,"{""related"": ""yes"", ""relationship"": ""food industry serves pescetarian diet.""}",True
