ontology_pair,source_ontology,source_label,target_ontology,target_label,group_id,bridge_direction,accepted_properties,reference_type,normalisation_note,source_label_norm,target_label_norm,source_iri,target_iri
occo_ons,occo,"cook, restaurant",ons,diet by nutritional composition,OO_01,OccO→ONS,checked_for | needs_to_know | implemented | prepares,exact,Group caption excluded; four explicitly listed occupation classes retained.,"cook, restaurant",diet by nutritional composition,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/ONS_1000005
occo_ons,occo,"cook, restaurant",ons,food material,OO_03,OccO→ONS,uses,exact,,"cook, restaurant",food material,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/FOODON_00002403
occo_ons,occo,"cook, restaurant",ons,food product,OO_02,OccO→ONS,prepares | creates | handles | cooks,exact,,"cook, restaurant",food product,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/FOODON_00001002
occo_ons,occo,"cook, restaurant",ons,gluten free diet,OO_01,OccO→ONS,checked_for | needs_to_know | implemented | prepares,exact,Group caption excluded; four explicitly listed occupation classes retained.,"cook, restaurant",gluten free diet,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/ONS_1000043
occo_ons,occo,"cook, restaurant",ons,ketogenic diet,OO_01,OccO→ONS,checked_for | needs_to_know | implemented | prepares,exact,Group caption excluded; four explicitly listed occupation classes retained.,"cook, restaurant",ketogenic diet,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/ONS_1000036
occo_ons,occo,"cook, restaurant",ons,"low-carbohydrate, high-protien, high fat diet",OO_01,OccO→ONS,checked_for | needs_to_know | implemented | prepares,exact,Group caption excluded; four explicitly listed occupation classes retained.,"cook, restaurant","low-carbohydrate, high-protien, high fat diet",http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/ONS_1000040
occo_ons,occo,"cook, restaurant",ons,rural diet,OO_01,OccO→ONS,checked_for | needs_to_know | implemented | prepares,exact,Group caption excluded; four explicitly listed occupation classes retained.,"cook, restaurant",rural diet,http://purl.obolibrary.org/obo/OCCO_35201400,http://purl.obolibrary.org/obo/ONS_1000066
occo_ons,occo,food or beverage serving worker,ons,animal food product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,animal food product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00004242
occo_ons,occo,food or beverage serving worker,ons,animal seafood product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,animal seafood product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00001046
occo_ons,occo,food or beverage serving worker,ons,fish food product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,fish food product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00001248
occo_ons,occo,food or beverage serving worker,ons,food product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,food product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00001002
occo_ons,occo,food or beverage serving worker,ons,fungus food product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,fungus food product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00001143
occo_ons,occo,food or beverage serving worker,ons,plant food product,OO_05,OccO→ONS,served,exact,food/beverages serving worker normalised to the ontology label.,food or beverage serving worker,plant food product,http://purl.obolibrary.org/obo/OCCO_35300000,http://purl.obolibrary.org/obo/FOODON_00001015
