source,source_label,target,target_label,raw_output
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.obolibrary.org/obo/ONS_1000052,halal diet,"{""related"": ""yes"", ""relationship"": ""chef or head cook prepares halal diet.""}"
http://purl.obolibrary.org/obo/OCCO_35101100,chef or head cook,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,"{""related"": ""yes"", ""relationship"": ""chef or head cook prepares rural diet.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.obolibrary.org/obo/FOODON_00001046,animal seafood product,"{""related"": ""yes"", ""relationship"": ""cook prepares animal seafood product.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.obolibrary.org/obo/FOODON_00002403,food material,"{""related"": ""yes"", ""relationship"": ""cook uses food material.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.obolibrary.org/obo/ONS_1000019,diet by food organism,"{""related"": ""yes"", ""relationship"": ""diet by food organism is prepared by cook.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.obolibrary.org/obo/ONS_1000028,non-pork diet,"{""related"": ""yes"", ""relationship"": ""cook follows non-pork diet.""}"
http://purl.obolibrary.org/obo/OCCO_35201000,cook,http://purl.obolibrary.org/obo/ONS_1000066,rural diet,"{""related"": ""no"", ""relationship"": """"}"
http://purl.obolibrary.org/obo/OCCO_35201200,"cook, institution or cafeteria",http://purl.obolibrary.org/obo/ONS_0000082,clinically prescribed diet,"{""related"": ""yes"", ""relationship"": ""cook, institution or cafeteria implements clinically prescribed diet.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.obolibrary.org/obo/FOODON_00001002,food product,"{""related"": ""yes"", ""relationship"": ""cook, restaurant prepares food product.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.obolibrary.org/obo/ONS_1000001,diet,"{""related"": ""yes"", ""relationship"": ""cook, restaurant prepares diet.""}"
http://purl.obolibrary.org/obo/OCCO_35201400,"cook, restaurant",http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,"{""related"": ""yes"", ""relationship"": ""cook, restaurant follows a prescribed diet.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.obolibrary.org/obo/FOODON_00001143,fungus food product,"{""related"": ""no"", ""relationship"": """"}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.obolibrary.org/obo/FOODON_00002403,food material,"{""related"": ""yes"", ""relationship"": ""food material is handled by food or beverage serving worker.""}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.obolibrary.org/obo/FOODON_00004242,animal food product,"{""related"": ""no"", ""relationship"": """"}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.obolibrary.org/obo/ONS_1000007,prescribed diet,"{""related"": ""no"", ""relationship"": """"}"
http://purl.obolibrary.org/obo/OCCO_35300000,food or beverage serving worker,http://purl.obolibrary.org/obo/ONS_1000040,"low-carbohydrate, high-protien, high fat diet","{""related"": ""yes"", ""relationship"": ""food or beverage serving worker may serve low-carbohydrate, high-protien, high fat diet.""}"
http://purl.obolibrary.org/obo/OCCO_35301100,bartender,http://purl.obolibrary.org/obo/FOODON_00002403,food material,"{""related"": ""yes"", ""relationship"": ""bartender handles food material.""}"
http://purl.obolibrary.org/obo/OCCO_35301100,bartender,http://purl.obolibrary.org/obo/FOODON_00003194,vegetarian food material,"{""related"": ""yes"", ""relationship"": ""bartender serves vegetarian food material.""}"
http://purl.obolibrary.org/obo/OCCO_35301100,bartender,http://purl.obolibrary.org/obo/FOODON_03420116,organism material,"{""related"": ""no"", ""relationship"": """"}"
http://purl.obolibrary.org/obo/OCCO_35303100,waiter or waitress,http://purl.obolibrary.org/obo/FOODON_00001002,food product,"{""related"": ""yes"", ""relationship"": ""waiter or waitress serves food product.""}"
http://purl.obolibrary.org/obo/OCCO_35303100,waiter or waitress,http://purl.obolibrary.org/obo/FOODON_00001184,algae material,"{""related"": ""no"", ""relationship"": """"}"
